LANGUAGE (COMMUNICATION IN ENGLISH),ENGINEERING CHEMISTRY I,ENGINEERING PHYSICS I,ENGINEERING MATHEMATICS  I,ENGINEERING MECHANICS I,BASIC ELECTRICAL ENGINEERING,ENGINEERING CHEMISTRY LAB,ENGINEERING PHYSICS LAB,ELECTRICAL LAB,ENGINEERING GRAPHICS I,WORKSHOP PRACTICE I,GENERAL PROFICIENCY,ENGINEERING MATHEMATICS  II,ENGINEERING PHYSICS II,ENGINEERING CHEMISTRY II,DISASTER MANAGEMENT,BASIC ELECTRONICS,ENGINEERING MECHANICS II,INTRODUCTION TO PROGRAMMING,BASIC ELECTRONICS LAB,COMPUTER PROGRAMMING LAB,ENGINEERING GRAPHICS II,WORKSHOP PRACTICE II,MATHEMATICS - III,ENGINEERING ECONOMICS AND COSTING,DIGITAL CIRCUITS AND LOGIC DESIGN,DISCRETE MATHEMATICAL STRUCTURES,DATA STRUCTURES AND PROGRAMMING METHODOLOGY,DIGITAL CIRCUITS AND LOGIC DESIGN LAB,DATA STRUCTURES LAB,Mathematics - IV,Design & Analysis of Algorithm,Computer Organization,Formal Language & Automata Theory,Object Oriented Programming,Algorithm Laboratory,Object Oriented Programming Laboratory,STATE,CATEGORY,SSC,HSC
D,C,C,P,C,D,D,D,C,P,D,D,P,C,B,D,B,A,A,B,Ex,C,D,C,D,D,D,B,A,C,D,C,D,D,B,B,C,RAJASTHAN,OPEN,87,76
